Name,Speichervolumen Pufferspeicher [l],Speichervolumen Trinkwasser [l],Nennleistung WÃ¤rmepumpe [kW],Soll-Raumtemperatur [Â°C],Photovoltaik Anzahl Module [-],,SJAZ [-],Energiebedarf gedeckt,Netto Stromkosten [CHF],Investitionskosten [CHF],Autarkiegrad [%]
2129,2000,400,23,23,90,2129,3.79,1,908.06,87663.64,20.4
2160,500,600,12,19,30,2160,3.15,0,3065.43,50701.62,14.74
2161,500,600,12,20,30,2161,3.15,0,3065.43,50701.62,14.74
2162,500,600,12,21,30,2162,3.15,0,3065.43,50701.62,14.74
2163,500,600,12,22,30,2163,3.15,0,3065.43,50701.62,14.74
2164,500,600,12,23,30,2164,3.15,0,3065.43,50701.62,14.74
2165,500,600,12,19,60,2165,3.15,0,2101.9,59341.67,21.45
2166,500,600,12,20,60,2166,3.15,0,2101.9,59341.67,21.45
2167,500,600,12,21,60,2167,3.15,0,2101.9,59341.67,21.45
2168,500,600,12,22,60,2168,3.15,0,2101.9,59341.67,21.45
2169,500,600,12,23,60,2169,3.15,0,2101.9,59341.67,21.45
2170,500,600,12,19,90,2170,3.15,0,1213.83,66730.31,24.73
2171,500,600,12,20,90,2171,3.15,0,1213.83,66730.31,24.73
2172,500,600,12,21,90,2172,3.15,0,1213.83,66730.31,24.73
2173,500,600,12,22,90,2173,3.15,0,1213.83,66730.31,24.73
2174,500,600,12,23,90,2174,3.15,0,1213.83,66730.31,24.73
2205,1000,600,12,19,30,2205,3.14,1,3069.52,51701.62,15.15
2206,1000,600,12,20,30,2206,3.14,1,3069.52,51701.62,15.15
2207,1000,600,12,21,30,2207,3.14,1,3069.52,51701.62,15.15
2208,1000,600,12,22,30,2208,3.14,1,3069.52,51701.62,15.15
2209,1000,600,12,23,30,2209,3.14,1,3069.52,51701.62,15.15
2210,1000,600,12,19,60,2210,3.14,1,2101.42,60341.67,22.05
2211,1000,600,12,20,60,2211,3.14,1,2101.42,60341.67,22.05
2212,1000,600,12,21,60,2212,3.14,1,2101.42,60341.67,22.05
2213,1000,600,12,22,60,2213,3.14,1,2101.42,60341.67,22.05
2214,1000,600,12,23,60,2214,3.14,1,2101.42,60341.67,22.05
2215,1000,600,12,19,90,2215,3.14,1,1209.91,67730.31,25.49
2216,1000,600,12,20,90,2216,3.14,1,1209.91,67730.31,25.49
2217,1000,600,12,21,90,2217,3.14,1,1209.91,67730.31,25.49
2218,1000,600,12,22,90,2218,3.14,1,1209.91,67730.31,25.49
2219,1000,600,12,23,90,2219,3.14,1,1209.91,67730.31,25.49
2250,1500,600,12,19,30,2250,3.15,1,3061.58,52701.62,15.84
2251,1500,600,12,20,30,2251,3.15,1,3061.58,52701.62,15.84
2252,1500,600,12,21,30,2252,3.15,1,3061.58,52701.62,15.84
2253,1500,600,12,22,30,2253,3.15,1,3061.58,52701.62,15.84
2254,1500,600,12,23,30,2254,3.15,1,3061.58,52701.62,15.84
2255,1500,600,12,19,60,2255,3.15,1,2085.71,61341.67,23.1
2256,1500,600,12,20,60,2256,3.15,1,2085.71,61341.67,23.1
2257,1500,600,12,21,60,2257,3.15,1,2085.71,61341.67,23.1
2258,1500,600,12,22,60,2258,3.15,1,2085.71,61341.67,23.1
2259,1500,600,12,23,60,2259,3.15,1,2085.71,61341.67,23.1
2260,1500,600,12,19,90,2260,3.15,1,1195.36,68730.31,26.48
2261,1500,600,12,20,90,2261,3.15,1,1195.36,68730.31,26.48
2262,1500,600,12,21,90,2262,3.15,1,1195.36,68730.31,26.48
2263,1500,600,12,22,90,2263,3.15,1,1195.36,68730.31,26.48
2264,1500,600,12,23,90,2264,3.15,1,1195.36,68730.31,26.48
2295,2000,600,12,19,30,2295,3.19,0,3064.55,53701.62,15.95
2296,2000,600,12,20,30,2296,3.19,0,3064.55,53701.62,15.95
2297,2000,600,12,21,30,2297,3.19,0,3064.55,53701.62,15.95
2298,2000,600,12,22,30,2298,3.19,0,3064.55,53701.62,15.95
2299,2000,600,12,23,30,2299,3.19,0,3064.55,53701.62,15.95
2300,2000,600,12,19,60,2300,3.19,0,2084.5,62341.67,23.4
2301,2000,600,12,20,60,2301,3.19,0,2084.5,62341.67,23.4
2302,2000,600,12,21,60,2302,3.19,0,2084.5,62341.67,23.4
2303,2000,600,12,22,60,2303,3.19,0,2084.5,62341.67,23.4
2304,2000,600,12,23,60,2304,3.19,0,2084.5,62341.67,23.4
2305,2000,600,12,19,90,2305,3.19,0,1188.59,69730.31,27.04
2306,2000,600,12,20,90,2306,3.19,0,1188.59,69730.31,27.04
2307,2000,600,12,21,90,2307,3.19,0,1188.59,69730.31,27.04
2308,2000,600,12,22,90,2308,3.19,0,1188.59,69730.31,27.04
2309,2000,600,12,23,90,2309,3.19,0,1188.59,69730.31,27.04
2340,500,600,13,19,30,2340,3.58,0,2745.88,52368.28,15.32
2341,500,600,13,20,30,2341,3.58,0,2745.88,52368.28,15.32
2342,500,600,13,21,30,2342,3.58,0,2745.88,52368.28,15.32
2343,500,600,13,22,30,2343,3.58,0,2745.88,52368.28,15.32
2344,500,600,13,23,30,2344,3.58,0,2745.88,52368.28,15.32
2345,500,600,13,19,60,2345,3.58,0,1797.85,61008.34,21.8
2346,500,600,13,20,60,2346,3.58,0,1797.85,61008.34,21.8
2347,500,600,13,21,60,2347,3.58,0,1797.85,61008.34,21.8
2348,500,600,13,22,60,2348,3.58,0,1797.85,61008.34,21.8
2349,500,600,13,23,60,2349,3.58,0,1797.85,61008.34,21.8
2350,500,600,13,19,90,2350,3.58,0,917.45,68396.98,24.96
2351,500,600,13,20,90,2351,3.58,0,917.45,68396.98,24.96
2352,500,600,13,21,90,2352,3.58,0,917.45,68396.98,24.96
2353,500,600,13,22,90,2353,3.58,0,917.45,68396.98,24.96
2354,500,600,13,23,90,2354,3.58,0,917.45,68396.98,24.96
2385,1000,600,13,19,30,2385,3.57,1,2750.99,53368.28,15.57
2386,1000,600,13,20,30,2386,3.57,1,2750.99,53368.28,15.57
2387,1000,600,13,21,30,2387,3.57,1,2750.99,53368.28,15.57
2388,1000,600,13,22,30,2388,3.57,1,2750.99,53368.28,15.57
2389,1000,600,13,23,30,2389,3.57,1,2750.99,53368.28,15.57
2390,1000,600,13,19,60,2390,3.57,1,1801.89,62008.34,22.08
2391,1000,600,13,20,60,2391,3.57,1,1801.89,62008.34,22.08
2392,1000,600,13,21,60,2392,3.57,1,1801.89,62008.34,22.08
2393,1000,600,13,22,60,2393,3.57,1,1801.89,62008.34,22.08
2394,1000,600,13,23,60,2394,3.57,1,1801.89,62008.34,22.08
2395,1000,600,13,19,90,2395,3.57,1,921.4,69396.98,25.24
2396,1000,600,13,20,90,2396,3.57,1,921.4,69396.98,25.24
2397,1000,600,13,21,90,2397,3.57,1,921.4,69396.98,25.24
2398,1000,600,13,22,90,2398,3.57,1,921.4,69396.98,25.24
2399,1000,600,13,23,90,2399,3.57,1,921.4,69396.98,25.24
2430,1500,600,13,19,30,2430,3.58,1,2740.56,54368.28,16.3
2431,1500,600,13,20,30,2431,3.58,1,2740.56,54368.28,16.3
2432,1500,600,13,21,30,2432,3.58,1,2740.56,54368.28,16.3
2433,1500,600,13,22,30,2433,3.58,1,2740.56,54368.28,16.3
2434,1500,600,13,23,30,2434,3.58,1,2740.56,54368.28,16.3
2435,1500,600,13,19,60,2435,3.58,1,1784.06,63008.34,23.19
2436,1500,600,13,20,60,2436,3.58,1,1784.06,63008.34,23.19
2437,1500,600,13,21,60,2437,3.58,1,1784.06,63008.34,23.19
2438,1500,600,13,22,60,2438,3.58,1,1784.06,63008.34,23.19
2439,1500,600,13,23,60,2439,3.58,1,1784.06,63008.34,23.19
2440,1500,600,13,19,90,2440,3.58,1,901.53,70396.98,26.45
2441,1500,600,13,20,90,2441,3.58,1,901.53,70396.98,26.45
2442,1500,600,13,21,90,2442,3.58,1,901.53,70396.98,26.45
2443,1500,600,13,22,90,2443,3.58,1,901.53,70396.98,26.45
2444,1500,600,13,23,90,2444,3.58,1,901.53,70396.98,26.45
2475,2000,600,13,19,30,2475,3.6,1,2739.28,55368.28,16.62
2476,2000,600,13,20,30,2476,3.6,1,2739.28,55368.28,16.62
2477,2000,600,13,21,30,2477,3.6,1,2739.28,55368.28,16.62
2478,2000,600,13,22,30,2478,3.6,1,2739.28,55368.28,16.62
2479,2000,600,13,23,30,2479,3.6,1,2739.28,55368.28,16.62
2480,2000,600,13,19,60,2480,3.6,1,1777.96,64008.34,23.75
2481,2000,600,13,20,60,2481,3.6,1,1777.96,64008.34,23.75
2482,2000,600,13,21,60,2482,3.6,1,1777.96,64008.34,23.75
2483,2000,600,13,22,60,2483,3.6,1,1777.96,64008.34,23.75
2484,2000,600,13,23,60,2484,3.6,1,1777.96,64008.34,23.75
2485,2000,600,13,19,90,2485,3.6,1,894.13,71396.98,27.08
2486,2000,600,13,20,90,2486,3.6,1,894.13,71396.98,27.08
2487,2000,600,13,21,90,2487,3.6,1,894.13,71396.98,27.08
2488,2000,600,13,22,90,2488,3.6,1,894.13,71396.98,27.08
2489,2000,600,13,23,90,2489,3.6,1,894.13,71396.98,27.08
2520,500,600,14,19,30,2520,4.02,0,2488.45,54034.95,15.78
2521,500,600,14,20,30,2521,4.02,0,2488.45,54034.95,15.78
2522,500,600,14,21,30,2522,4.02,0,2488.45,54034.95,15.78
2523,500,600,14,22,30,2523,4.02,0,2488.45,54034.95,15.78
2524,500,600,14,23,30,2524,4.02,0,2488.45,54034.95,15.78
2525,500,600,14,19,60,2525,4.02,0,1557.77,62675,21.77
2526,500,600,14,20,60,2526,4.02,0,1557.77,62675,21.77
2527,500,600,14,21,60,2527,4.02,0,1557.77,62675,21.77
2528,500,600,14,22,60,2528,4.02,0,1557.77,62675,21.77
2529,500,600,14,23,60,2529,4.02,0,1557.77,62675,21.77
2530,500,600,14,19,90,2530,4.02,0,686.96,70063.64,24.64
2531,500,600,14,20,90,2531,4.02,0,686.96,70063.64,24.64
2532,500,600,14,21,90,2532,4.02,0,686.96,70063.64,24.64
2533,500,600,14,22,90,2533,4.02,0,686.96,70063.64,24.64
2534,500,600,14,23,90,2534,4.02,0,686.96,70063.64,24.64
2565,1000,600,14,19,30,2565,4.01,1,2482.06,55034.95,16.18
2566,1000,600,14,20,30,2566,4.01,1,2482.06,55034.95,16.18
2567,1000,600,14,21,30,2567,4.01,1,2482.06,55034.95,16.18
2568,1000,600,14,22,30,2568,4.01,1,2482.06,55034.95,16.18
2569,1000,600,14,23,30,2569,4.01,1,2482.06,55034.95,16.18
2570,1000,600,14,19,60,2570,4.01,1,1544.81,63675,22.54
2571,1000,600,14,20,60,2571,4.01,1,1544.81,63675,22.54
2572,1000,600,14,21,60,2572,4.01,1,1544.81,63675,22.54
2573,1000,600,14,22,60,2573,4.01,1,1544.81,63675,22.54
2574,1000,600,14,23,60,2574,4.01,1,1544.81,63675,22.54
2575,1000,600,14,19,90,2575,4.01,1,670.42,71063.64,25.61
2576,1000,600,14,20,90,2576,4.01,1,670.42,71063.64,25.61
2577,1000,600,14,21,90,2577,4.01,1,670.42,71063.64,25.61
2578,1000,600,14,22,90,2578,4.01,1,670.42,71063.64,25.61
2579,1000,600,14,23,90,2579,4.01,1,670.42,71063.64,25.61
2610,1500,600,14,19,30,2610,4.01,1,2480.41,56034.95,16.5
2611,1500,600,14,20,30,2611,4.01,1,2480.41,56034.95,16.5
2612,1500,600,14,21,30,2612,4.01,1,2480.41,56034.95,16.5
2613,1500,600,14,22,30,2613,4.01,1,2480.41,56034.95,16.5
2614,1500,600,14,23,30,2614,4.01,1,2480.41,56034.95,16.5
2615,1500,600,14,19,60,2615,4.01,1,1541.74,64675,22.93
2616,1500,600,14,20,60,2616,4.01,1,1541.74,64675,22.93
2617,1500,600,14,21,60,2617,4.01,1,1541.74,64675,22.93
2618,1500,600,14,22,60,2618,4.01,1,1541.74,64675,22.93
2619,1500,600,14,23,60,2619,4.01,1,1541.74,64675,22.93
2620,1500,600,14,19,90,2620,4.01,1,667.02,72063.64,26.01
2621,1500,600,14,20,90,2621,4.01,1,667.02,72063.64,26.01
2622,1500,600,14,21,90,2622,4.01,1,667.02,72063.64,26.01
2623,1500,600,14,22,90,2623,4.01,1,667.02,72063.64,26.01
2624,1500,600,14,23,90,2624,4.01,1,667.02,72063.64,26.01
2655,2000,600,14,19,30,2655,4.02,1,2479.13,57034.95,16.89
2656,2000,600,14,20,30,2656,4.02,1,2479.13,57034.95,16.89
2657,2000,600,14,21,30,2657,4.02,1,2479.13,57034.95,16.89
2658,2000,600,14,22,30,2658,4.02,1,2479.13,57034.95,16.89
2659,2000,600,14,23,30,2659,4.02,1,2479.13,57034.95,16.89
2660,2000,600,14,19,60,2660,4.02,1,1536.24,65675,23.54
2661,2000,600,14,20,60,2661,4.02,1,1536.24,65675,23.54
2662,2000,600,14,21,60,2662,4.02,1,1536.24,65675,23.54
2663,2000,600,14,22,60,2663,4.02,1,1536.24,65675,23.54
2664,2000,600,14,23,60,2664,4.02,1,1536.24,65675,23.54
2665,2000,600,14,19,90,2665,4.02,1,660.09,73063.64,26.7
2666,2000,600,14,20,90,2666,4.02,1,660.09,73063.64,26.7
2667,2000,600,14,21,90,2667,4.02,1,660.09,73063.64,26.7
2668,2000,600,14,22,90,2668,4.02,1,660.09,73063.64,26.7
2669,2000,600,14,23,90,2669,4.02,1,660.09,73063.64,26.7
2700,500,600,15,19,30,2700,3.96,0,2540.94,55701.62,14.94
2701,500,600,15,20,30,2701,3.96,0,2540.94,55701.62,14.94
2702,500,600,15,21,30,2702,3.96,0,2540.94,55701.62,14.94
2703,500,600,15,22,30,2703,3.96,0,2540.94,55701.62,14.94
2704,500,600,15,23,30,2704,3.96,0,2540.94,55701.62,14.94
2705,500,600,15,19,60,2705,3.96,0,1613.77,64341.67,20.67
2706,500,600,15,20,60,2706,3.96,0,1613.77,64341.67,20.67
2707,500,600,15,21,60,2707,3.96,0,1613.77,64341.67,20.67
2708,500,600,15,22,60,2708,3.96,0,1613.77,64341.67,20.67
2709,500,600,15,23,60,2709,3.96,0,1613.77,64341.67,20.67
2710,500,600,15,19,90,2710,3.96,0,743.19,71730.31,23.49
2711,500,600,15,20,90,2711,3.96,0,743.19,71730.31,23.49
2712,500,600,15,21,90,2712,3.96,0,743.19,71730.31,23.49
2713,500,600,15,22,90,2713,3.96,0,743.19,71730.31,23.49
2714,500,600,15,23,90,2714,3.96,0,743.19,71730.31,23.49
2745,1000,600,15,19,30,2745,3.97,1,2534.8,56701.62,15.05
2746,1000,600,15,20,30,2746,3.97,1,2534.8,56701.62,15.05
2747,1000,600,15,21,30,2747,3.97,1,2534.8,56701.62,15.05
2748,1000,600,15,22,30,2748,3.97,1,2534.8,56701.62,15.05
2749,1000,600,15,23,30,2749,3.97,1,2534.8,56701.62,15.05
2750,1000,600,15,19,60,2750,3.97,1,1604.14,65341.67,20.98
2751,1000,600,15,20,60,2751,3.97,1,1604.14,65341.67,20.98
2752,1000,600,15,21,60,2752,3.97,1,1604.14,65341.67,20.98
2753,1000,600,15,22,60,2753,3.97,1,1604.14,65341.67,20.98
2754,1000,600,15,23,60,2754,3.97,1,1604.14,65341.67,20.98
2755,1000,600,15,19,90,2755,3.97,1,729.18,72730.31,24.05
2756,1000,600,15,20,90,2756,3.97,1,729.18,72730.31,24.05
2757,1000,600,15,21,90,2757,3.97,1,729.18,72730.31,24.05
2758,1000,600,15,22,90,2758,3.97,1,729.18,72730.31,24.05
2759,1000,600,15,23,90,2759,3.97,1,729.18,72730.31,24.05
2790,1500,600,15,19,30,2790,3.96,1,2531.26,57701.62,15.52
2791,1500,600,15,20,30,2791,3.96,1,2531.26,57701.62,15.52
2792,1500,600,15,21,30,2792,3.96,1,2531.26,57701.62,15.52
2793,1500,600,15,22,30,2793,3.96,1,2531.26,57701.62,15.52
2794,1500,600,15,23,30,2794,3.96,1,2531.26,57701.62,15.52
2795,1500,600,15,19,60,2795,3.96,1,1593.65,66341.67,21.83
2796,1500,600,15,20,60,2796,3.96,1,1593.65,66341.67,21.83
2797,1500,600,15,21,60,2797,3.96,1,1593.65,66341.67,21.83
2798,1500,600,15,22,60,2798,3.96,1,1593.65,66341.67,21.83
2799,1500,600,15,23,60,2799,3.96,1,1593.65,66341.67,21.83
2800,1500,600,15,19,90,2800,3.96,1,718.38,73730.31,24.91
2801,1500,600,15,20,90,2801,3.96,1,718.38,73730.31,24.91
2802,1500,600,15,21,90,2802,3.96,1,718.38,73730.31,24.91
2803,1500,600,15,22,90,2803,3.96,1,718.38,73730.31,24.91
2804,1500,600,15,23,90,2804,3.96,1,718.38,73730.31,24.91
2835,2000,600,15,19,30,2835,3.96,1,2529.16,58701.62,15.94
2836,2000,600,15,20,30,2836,3.96,1,2529.16,58701.62,15.94
2837,2000,600,15,21,30,2837,3.96,1,2529.16,58701.62,15.94
2838,2000,600,15,22,30,2838,3.96,1,2529.16,58701.62,15.94
2839,2000,600,15,23,30,2839,3.96,1,2529.16,58701.62,15.94
2840,2000,600,15,19,60,2840,3.96,1,1583.83,67341.67,22.66
2841,2000,600,15,20,60,2841,3.96,1,1583.83,67341.67,22.66
2842,2000,600,15,21,60,2842,3.96,1,1583.83,67341.67,22.66
2843,2000,600,15,22,60,2843,3.96,1,1583.83,67341.67,22.66
2844,2000,600,15,23,60,2844,3.96,1,1583.83,67341.67,22.66
2845,2000,600,15,19,90,2845,3.96,1,705.31,74730.31,25.92
2846,2000,600,15,20,90,2846,3.96,1,705.31,74730.31,25.92
2847,2000,600,15,21,90,2847,3.96,1,705.31,74730.31,25.92
2848,2000,600,15,22,90,2848,3.96,1,705.31,74730.31,25.92
2849,2000,600,15,23,90,2849,3.96,1,705.31,74730.31,25.92
2880,500,600,16,19,30,2880,3.99,0,2506.08,57368.28,15.57
2881,500,600,16,20,30,2881,3.99,0,2506.08,57368.28,15.57
2882,500,600,16,21,30,2882,3.99,0,2506.08,57368.28,15.57
2883,500,600,16,22,30,2883,3.99,0,2506.08,57368.28,15.57
2884,500,600,16,23,30,2884,3.99,0,2506.08,57368.28,15.57
2885,500,600,16,19,60,2885,3.99,0,1575.92,66008.34,21.51
2886,500,600,16,20,60,2886,3.99,0,1575.92,66008.34,21.51
2887,500,600,16,21,60,2887,3.99,0,1575.92,66008.34,21.51
2888,500,600,16,22,60,2888,3.99,0,1575.92,66008.34,21.51
2889,500,600,16,23,60,2889,3.99,0,1575.92,66008.34,21.51
2890,500,600,16,19,90,2890,3.99,0,703.76,73396.98,24.44
2891,500,600,16,20,90,2891,3.99,0,703.76,73396.98,24.44
2892,500,600,16,21,90,2892,3.99,0,703.76,73396.98,24.44
2893,500,600,16,22,90,2893,3.99,0,703.76,73396.98,24.44
2894,500,600,16,23,90,2894,3.99,0,703.76,73396.98,24.44
2925,1000,600,16,19,30,2925,3.99,1,2500.74,58368.28,15.97
2926,1000,600,16,20,30,2926,3.99,1,2500.74,58368.28,15.97
2927,1000,600,16,21,30,2927,3.99,1,2500.74,58368.28,15.97
2928,1000,600,16,22,30,2928,3.99,1,2500.74,58368.28,15.97
2929,1000,600,16,23,30,2929,3.99,1,2500.74,58368.28,15.97
2930,1000,600,16,19,60,2930,3.99,1,1566.68,67008.34,22.12
2931,1000,600,16,20,60,2931,3.99,1,1566.68,67008.34,22.12
2932,1000,600,16,21,60,2932,3.99,1,1566.68,67008.34,22.12
2933,1000,600,16,22,60,2933,3.99,1,1566.68,67008.34,22.12
2934,1000,600,16,23,60,2934,3.99,1,1566.68,67008.34,22.12
2935,1000,600,16,19,90,2935,3.99,1,693.33,74396.98,25.12
2936,1000,600,16,20,90,2936,3.99,1,693.33,74396.98,25.12
2937,1000,600,16,21,90,2937,3.99,1,693.33,74396.98,25.12
2938,1000,600,16,22,90,2938,3.99,1,693.33,74396.98,25.12
2939,1000,600,16,23,90,2939,3.99,1,693.33,74396.98,25.12
2970,1500,600,16,19,30,2970,3.99,1,2494.35,59368.28,16.48
2971,1500,600,16,20,30,2971,3.99,1,2494.35,59368.28,16.48
2972,1500,600,16,21,30,2972,3.99,1,2494.35,59368.28,16.48
2973,1500,600,16,22,30,2973,3.99,1,2494.35,59368.28,16.48
2974,1500,600,16,23,30,2974,3.99,1,2494.35,59368.28,16.48
2975,1500,600,16,19,60,2975,3.99,1,1552.76,68008.34,23.05
2976,1500,600,16,20,60,2976,3.99,1,1552.76,68008.34,23.05
2977,1500,600,16,21,60,2977,3.99,1,1552.76,68008.34,23.05
2978,1500,600,16,22,60,2978,3.99,1,1552.76,68008.34,23.05
2979,1500,600,16,23,60,2979,3.99,1,1552.76,68008.34,23.05
2980,1500,600,16,19,90,2980,3.99,1,676.53,75396.98,26.2
2981,1500,600,16,20,90,2981,3.99,1,676.53,75396.98,26.2
2982,1500,600,16,21,90,2982,3.99,1,676.53,75396.98,26.2
2983,1500,600,16,22,90,2983,3.99,1,676.53,75396.98,26.2
2984,1500,600,16,23,90,2984,3.99,1,676.53,75396.98,26.2
3015,2000,600,16,19,30,3015,4,1,2492.6,60368.28,16.77
3016,2000,600,16,20,30,3016,4,1,2492.6,60368.28,16.77
3017,2000,600,16,21,30,3017,4,1,2492.6,60368.28,16.77
3018,2000,600,16,22,30,3018,4,1,2492.6,60368.28,16.77
3019,2000,600,16,23,30,3019,4,1,2492.6,60368.28,16.77
3020,2000,600,16,19,60,3020,4,1,1547.58,69008.34,23.52
3021,2000,600,16,20,60,3021,4,1,1547.58,69008.34,23.52
3022,2000,600,16,21,60,3022,4,1,1547.58,69008.34,23.52
3023,2000,600,16,22,60,3023,4,1,1547.58,69008.34,23.52
3024,2000,600,16,23,60,3024,4,1,1547.58,69008.34,23.52
3025,2000,600,16,19,90,3025,4,1,669.53,76396.98,26.77
3026,2000,600,16,20,90,3026,4,1,669.53,76396.98,26.77
3027,2000,600,16,21,90,3027,4,1,669.53,76396.98,26.77
3028,2000,600,16,22,90,3028,4,1,669.53,76396.98,26.77
3029,2000,600,16,23,90,3029,4,1,669.53,76396.98,26.77
3060,500,600,17,19,30,3060,3.89,1,2615.03,59034.95,13.63
3061,500,600,17,20,30,3061,3.89,1,2615.03,59034.95,13.63
3062,500,600,17,21,30,3062,3.89,1,2615.03,59034.95,13.63
3063,500,600,17,22,30,3063,3.89,1,2615.03,59034.95,13.63
3064,500,600,17,23,30,3064,3.89,1,2615.03,59034.95,13.63
3065,500,600,17,19,60,3065,3.89,1,1695.19,67675,18.88
3066,500,600,17,20,60,3066,3.89,1,1695.19,67675,18.88
3067,500,600,17,21,60,3067,3.89,1,1695.19,67675,18.88
3068,500,600,17,22,60,3068,3.89,1,1695.19,67675,18.88
3069,500,600,17,23,60,3069,3.89,1,1695.19,67675,18.88
3070,500,600,17,19,90,3070,3.89,1,823.71,75063.64,21.7
3071,500,600,17,20,90,3071,3.89,1,823.71,75063.64,21.7
3072,500,600,17,21,90,3072,3.89,1,823.71,75063.64,21.7
3073,500,600,17,22,90,3073,3.89,1,823.71,75063.64,21.7
3074,500,600,17,23,90,3074,3.89,1,823.71,75063.64,21.7
3105,1000,600,17,19,30,3105,3.88,1,2618.25,60034.95,13.69
3106,1000,600,17,20,30,3106,3.88,1,2618.25,60034.95,13.69
3107,1000,600,17,21,30,3107,3.88,1,2618.25,60034.95,13.69
3108,1000,600,17,22,30,3108,3.88,1,2618.25,60034.95,13.69
3109,1000,600,17,23,30,3109,3.88,1,2618.25,60034.95,13.69
3110,1000,600,17,19,60,3110,3.88,1,1695.36,68675,19.1
3111,1000,600,17,20,60,3111,3.88,1,1695.36,68675,19.1
3112,1000,600,17,21,60,3112,3.88,1,1695.36,68675,19.1
3113,1000,600,17,22,60,3113,3.88,1,1695.36,68675,19.1
3114,1000,600,17,23,60,3114,3.88,1,1695.36,68675,19.1
3115,1000,600,17,19,90,3115,3.88,1,822.32,76063.64,22.01
3116,1000,600,17,20,90,3116,3.88,1,822.32,76063.64,22.01
3117,1000,600,17,21,90,3117,3.88,1,822.32,76063.64,22.01
3118,1000,600,17,22,90,3118,3.88,1,822.32,76063.64,22.01
3119,1000,600,17,23,90,3119,3.88,1,822.32,76063.64,22.01
3150,1500,600,17,19,30,3150,3.88,1,2614.63,61034.95,14.03
3151,1500,600,17,20,30,3151,3.88,1,2614.63,61034.95,14.03
3152,1500,600,17,21,30,3152,3.88,1,2614.63,61034.95,14.03
3153,1500,600,17,22,30,3153,3.88,1,2614.63,61034.95,14.03
3154,1500,600,17,23,30,3154,3.88,1,2614.63,61034.95,14.03
3155,1500,600,17,19,60,3155,3.88,1,1686.69,69675,19.7
3156,1500,600,17,20,60,3156,3.88,1,1686.69,69675,19.7
3157,1500,600,17,21,60,3157,3.88,1,1686.69,69675,19.7
3158,1500,600,17,22,60,3158,3.88,1,1686.69,69675,19.7
3159,1500,600,17,23,60,3159,3.88,1,1686.69,69675,19.7
3160,1500,600,17,19,90,3160,3.88,1,811.02,77063.64,22.76
3161,1500,600,17,20,90,3161,3.88,1,811.02,77063.64,22.76
3162,1500,600,17,21,90,3162,3.88,1,811.02,77063.64,22.76
3163,1500,600,17,22,90,3163,3.88,1,811.02,77063.64,22.76
3164,1500,600,17,23,90,3164,3.88,1,811.02,77063.64,22.76
3195,2000,600,17,19,30,3195,3.86,1,2616.9,62034.95,14.34
3196,2000,600,17,20,30,3196,3.86,1,2616.9,62034.95,14.34
3197,2000,600,17,21,30,3197,3.86,1,2616.9,62034.95,14.34
3198,2000,600,17,22,30,3198,3.86,1,2616.9,62034.95,14.34
3199,2000,600,17,23,30,3199,3.86,1,2616.9,62034.95,14.34
3200,2000,600,17,19,60,3200,3.86,1,1683.29,70675,20.31
3201,2000,600,17,20,60,3201,3.86,1,1683.29,70675,20.31
3202,2000,600,17,21,60,3202,3.86,1,1683.29,70675,20.31
3203,2000,600,17,22,60,3203,3.86,1,1683.29,70675,20.31
3204,2000,600,17,23,60,3204,3.86,1,1683.29,70675,20.31
3205,2000,600,17,19,90,3205,3.86,1,805.42,78063.64,23.48
3206,2000,600,17,20,90,3206,3.86,1,805.42,78063.64,23.48
3207,2000,600,17,21,90,3207,3.86,1,805.42,78063.64,23.48
3208,2000,600,17,22,90,3208,3.86,1,805.42,78063.64,23.48
3209,2000,600,17,23,90,3209,3.86,1,805.42,78063.64,23.48
3240,500,600,18,19,30,3240,3.86,1,2643.09,60701.62,13.29
3241,500,600,18,20,30,3241,3.86,1,2643.09,60701.62,13.29
3242,500,600,18,21,30,3242,3.86,1,2643.09,60701.62,13.29
3243,500,600,18,22,30,3243,3.86,1,2643.09,60701.62,13.29
3244,500,600,18,23,30,3244,3.86,1,2643.09,60701.62,13.29
3245,500,600,18,19,60,3245,3.86,1,1724.63,69341.67,18.43
3246,500,600,18,20,60,3246,3.86,1,1724.63,69341.67,18.43
3247,500,600,18,21,60,3247,3.86,1,1724.63,69341.67,18.43
3248,500,600,18,22,60,3248,3.86,1,1724.63,69341.67,18.43
3249,500,600,18,23,60,3249,3.86,1,1724.63,69341.67,18.43
3250,500,600,18,19,90,3250,3.86,1,853.16,76730.31,21.24
3251,500,600,18,20,90,3251,3.86,1,853.16,76730.31,21.24
3252,500,600,18,21,90,3252,3.86,1,853.16,76730.31,21.24
3253,500,600,18,22,90,3253,3.86,1,853.16,76730.31,21.24
3254,500,600,18,23,90,3254,3.86,1,853.16,76730.31,21.24
3285,1000,600,18,19,30,3285,3.84,1,2647.96,61701.62,13.35
3286,1000,600,18,20,30,3286,3.84,1,3005.3,61701.62,10.44
3287,1000,600,18,21,30,3287,3.84,1,2647.96,61701.62,13.35
3288,1000,600,18,22,30,3288,3.84,1,2647.96,61701.62,13.35
3289,1000,600,18,23,30,3289,3.84,1,2647.96,61701.62,13.35
3290,1000,600,18,19,60,3290,3.84,1,1727.14,70341.67,18.61
