Name,Speichervolumen Pufferspeicher [l],Speichervolumen Trinkwasser [l],Nennleistung WÃ¤rmepumpe [kW],Soll-Raumtemperatur [Â°C],Photovoltaik Anzahl Module [-],,SJAZ [-],Energiebedarf gedeckt,Netto Stromkosten [CHF],Investitionskosten [CHF],Autarkiegrad [%]
3291,1000,600,18,20,60,3291,3.84,1,1727.14,70341.67,18.61
3292,1000,600,18,21,60,3292,3.84,1,1727.14,70341.67,18.61
3293,1000,600,18,22,60,3293,3.84,1,1727.14,70341.67,18.61
3294,1000,600,18,23,60,3294,3.84,1,1727.14,70341.67,18.61
3295,1000,600,18,19,90,3295,3.84,1,855.11,77730.31,21.44
3296,1000,600,18,20,90,3296,3.84,1,855.11,77730.31,21.44
3297,1000,600,18,21,90,3297,3.84,1,855.11,77730.31,21.44
3298,1000,600,18,22,90,3298,3.84,1,855.11,77730.31,21.44
3299,1000,600,18,23,90,3299,3.84,1,855.11,77730.31,21.44
3330,1500,600,18,19,30,3330,3.84,1,2653.29,62701.62,13.37
3331,1500,600,18,20,30,3331,3.84,1,2653.29,62701.62,13.37
3332,1500,600,18,21,30,3332,3.84,1,2653.29,62701.62,13.37
3333,1500,600,18,22,30,3333,3.84,1,2653.29,62701.62,13.37
3334,1500,600,18,23,30,3334,3.84,1,2653.29,62701.62,13.37
3335,1500,600,18,19,60,3335,3.84,1,1729.47,71341.67,18.78
3336,1500,600,18,20,60,3336,3.84,1,1729.47,71341.67,18.78
3337,1500,600,18,21,60,3337,3.84,1,1729.47,71341.67,18.78
3338,1500,600,18,22,60,3338,3.84,1,1729.47,71341.67,18.78
3339,1500,600,18,23,60,3339,3.84,1,1729.47,71341.67,18.78
3340,1500,600,18,19,90,3340,3.84,1,854,78730.31,21.8
3341,1500,600,18,20,90,3341,3.84,1,854,78730.31,21.8
3342,1500,600,18,21,90,3342,3.84,1,854,78730.31,21.8
3343,1500,600,18,22,90,3343,3.84,1,854,78730.31,21.8
3344,1500,600,18,23,90,3344,3.84,1,854,78730.31,21.8
3375,2000,600,18,19,30,3375,3.83,1,2651.48,63701.62,13.57
3376,2000,600,18,20,30,3376,3.83,1,2651.48,63701.62,13.57
3377,2000,600,18,21,30,3377,3.83,1,2651.48,63701.62,13.57
3378,2000,600,18,22,30,3378,3.83,1,2651.48,63701.62,13.57
3379,2000,600,18,23,30,3379,3.83,1,2651.48,63701.62,13.57
3380,2000,600,18,19,60,3380,3.83,1,1723.85,72341.67,19.18
3381,2000,600,18,20,60,3381,3.83,1,1723.85,72341.67,19.18
3382,2000,600,18,21,60,3382,3.83,1,1723.85,72341.67,19.18
3383,2000,600,18,22,60,3383,3.83,1,1723.85,72341.67,19.18
3384,2000,600,18,23,60,3384,3.83,1,1723.85,72341.67,19.18
3385,2000,600,18,19,90,3385,3.83,1,847.39,79730.31,22.25
3386,2000,600,18,20,90,3386,3.83,1,847.39,79730.31,22.25
3387,2000,600,18,21,90,3387,3.83,1,847.39,79730.31,22.25
3388,2000,600,18,22,90,3388,3.83,1,847.39,79730.31,22.25
3389,2000,600,18,23,90,3389,3.83,1,847.39,79730.31,22.25
3420,500,600,19,19,30,3420,3.85,1,2654.97,62368.28,12.92
3421,500,600,19,20,30,3421,3.85,1,2654.97,62368.28,12.92
3422,500,600,19,21,30,3422,3.85,1,2654.97,62368.28,12.92
3423,500,600,19,22,30,3423,3.85,1,2654.97,62368.28,12.92
3424,500,600,19,23,30,3424,3.85,1,2654.97,62368.28,12.92
3425,500,600,19,19,60,3425,3.85,1,1738.89,71008.34,17.92
3426,500,600,19,20,60,3426,3.85,1,1738.89,71008.34,17.92
3427,500,600,19,21,60,3427,3.85,1,1738.89,71008.34,17.92
3428,500,600,19,22,60,3428,3.85,1,1738.89,71008.34,17.92
3429,500,600,19,23,60,3429,3.85,1,1738.89,71008.34,17.92
3430,500,600,19,19,90,3430,3.85,1,867.39,78396.98,20.73
3431,500,600,19,20,90,3431,3.85,1,867.39,78396.98,20.73
3432,500,600,19,21,90,3432,3.85,1,867.39,78396.98,20.73
3433,500,600,19,22,90,3433,3.85,1,867.39,78396.98,20.73
3434,500,600,19,23,90,3434,3.85,1,867.39,78396.98,20.73
3465,1000,600,19,19,30,3465,3.84,1,2658.12,63368.28,13.08
3466,1000,600,19,20,30,3466,3.84,1,2658.12,63368.28,13.08
3467,1000,600,19,21,30,3467,3.84,1,2658.12,63368.28,13.08
3468,1000,600,19,22,30,3468,3.84,1,2658.12,63368.28,13.08
3469,1000,600,19,23,30,3469,3.84,1,2658.12,63368.28,13.08
3470,1000,600,19,19,60,3470,3.84,1,1739.04,72008.34,18.24
3471,1000,600,19,20,60,3471,3.84,1,1739.04,72008.34,18.24
3472,1000,600,19,21,60,3472,3.84,1,1739.04,72008.34,18.24
3473,1000,600,19,22,60,3473,3.84,1,1739.04,72008.34,18.24
3474,1000,600,19,23,60,3474,3.84,1,1739.04,72008.34,18.24
3475,1000,600,19,19,90,3475,3.84,1,864.9,79396.98,21.19
3476,1000,600,19,20,90,3476,3.84,1,864.9,79396.98,21.19
3477,1000,600,19,21,90,3477,3.84,1,864.9,79396.98,21.19
3478,1000,600,19,22,90,3478,3.84,1,864.9,79396.98,21.19
3479,1000,600,19,23,90,3479,3.84,1,864.9,79396.98,21.19
3510,1500,600,19,19,30,3510,3.84,1,2652.51,64368.28,13.31
3511,1500,600,19,20,30,3511,3.84,1,2652.51,64368.28,13.31
3512,1500,600,19,21,30,3512,3.84,1,2652.51,64368.28,13.31
3513,1500,600,19,22,30,3513,3.84,1,2652.51,64368.28,13.31
3514,1500,600,19,23,30,3514,3.84,1,2652.51,64368.28,13.31
3515,1500,600,19,19,60,3515,3.84,1,1729.84,73008.34,18.66
3516,1500,600,19,20,60,3516,3.84,1,1729.84,73008.34,18.66
3517,1500,600,19,21,60,3517,3.84,1,1729.84,73008.34,18.66
3518,1500,600,19,22,60,3518,3.84,1,1729.84,73008.34,18.66
3519,1500,600,19,23,60,3519,3.84,1,1729.84,73008.34,18.66
3520,1500,600,19,19,90,3520,3.84,1,855.04,80396.98,21.64
3521,1500,600,19,20,90,3521,3.84,1,855.04,80396.98,21.64
3522,1500,600,19,21,90,3522,3.84,1,855.04,80396.98,21.64
3523,1500,600,19,22,90,3523,3.84,1,855.04,80396.98,21.64
3524,1500,600,19,23,90,3524,3.84,1,855.04,80396.98,21.64
3555,2000,600,19,19,30,3555,3.82,1,2661.45,65368.28,13.3
3556,2000,600,19,20,30,3556,3.82,1,2661.45,65368.28,13.3
3557,2000,600,19,21,30,3557,3.82,1,2661.45,65368.28,13.3
3558,2000,600,19,22,30,3558,3.82,1,2661.45,65368.28,13.3
3559,2000,600,19,23,30,3559,3.82,1,2661.45,65368.28,13.3
3560,2000,600,19,19,60,3560,3.82,1,1737.26,74008.34,18.73
3561,2000,600,19,20,60,3561,3.82,1,1737.26,74008.34,18.73
3562,2000,600,19,21,60,3562,3.82,1,1737.26,74008.34,18.73
3563,2000,600,19,22,60,3563,3.82,1,1737.26,74008.34,18.73
3564,2000,600,19,23,60,3564,3.82,1,1737.26,74008.34,18.73
3565,2000,600,19,19,90,3565,3.82,1,861.24,81396.98,21.77
3566,2000,600,19,20,90,3566,3.82,1,861.24,81396.98,21.77
3567,2000,600,19,21,90,3567,3.82,1,861.24,81396.98,21.77
3568,2000,600,19,22,90,3568,3.82,1,861.24,81396.98,21.77
3569,2000,600,19,23,90,3569,3.82,1,861.24,81396.98,21.77
3600,500,600,20,19,30,3600,3.84,1,2658.63,64034.95,12.83
3601,500,600,20,20,30,3601,3.84,1,2658.63,64034.95,12.83
3602,500,600,20,21,30,3602,3.84,1,2658.63,64034.95,12.83
3603,500,600,20,22,30,3603,3.84,1,2658.63,64034.95,12.83
3604,500,600,20,23,30,3604,3.84,1,2658.63,64034.95,12.83
3605,500,600,20,19,60,3605,3.84,1,1743.46,72675,17.78
3606,500,600,20,20,60,3606,3.84,1,1743.46,72675,17.78
3607,500,600,20,21,60,3607,3.84,1,1743.46,72675,17.78
3608,500,600,20,22,60,3608,3.84,1,1743.46,72675,17.78
3609,500,600,20,23,60,3609,3.84,1,1743.46,72675,17.78
3610,500,600,20,19,90,3610,3.84,1,871.46,80063.64,20.61
3611,500,600,20,20,90,3611,3.84,1,871.46,80063.64,20.61
3612,500,600,20,21,90,3612,3.84,1,871.46,80063.64,20.61
3613,500,600,20,22,90,3613,3.84,1,871.46,80063.64,20.61
3614,500,600,20,23,90,3614,3.84,1,871.46,80063.64,20.61
3645,1000,600,20,19,30,3645,3.83,1,2663.04,65034.95,12.94
3646,1000,600,20,20,30,3646,3.83,1,2663.04,65034.95,12.94
3647,1000,600,20,21,30,3647,3.83,1,2663.04,65034.95,12.94
3648,1000,600,20,22,30,3648,3.83,1,2663.04,65034.95,12.94
3649,1000,600,20,23,30,3649,3.83,1,2663.04,65034.95,12.94
3650,1000,600,20,19,60,3650,3.83,1,1744.92,73675,18.04
3651,1000,600,20,20,60,3651,3.83,1,1744.92,73675,18.04
3652,1000,600,20,21,60,3652,3.83,1,1744.92,73675,18.04
3653,1000,600,20,22,60,3653,3.83,1,1744.92,73675,18.04
3654,1000,600,20,23,60,3654,3.83,1,1744.92,73675,18.04
3655,1000,600,20,19,90,3655,3.83,1,871,81063.64,20.97
3656,1000,600,20,20,90,3656,3.83,1,871,81063.64,20.97
3657,1000,600,20,21,90,3657,3.83,1,871,81063.64,20.97
3658,1000,600,20,22,90,3658,3.83,1,871,81063.64,20.97
3659,1000,600,20,23,90,3659,3.83,1,871,81063.64,20.97
3690,1500,600,20,19,30,3690,3.83,1,2668.53,66034.95,12.85
3691,1500,600,20,20,30,3691,3.83,1,2668.53,66034.95,12.85
3692,1500,600,20,21,30,3692,3.83,1,2668.53,66034.95,12.85
3693,1500,600,20,22,30,3693,3.83,1,2668.53,66034.95,12.85
3694,1500,600,20,23,30,3694,3.83,1,2668.53,66034.95,12.85
3695,1500,600,20,19,60,3695,3.83,1,1751.41,74675,17.89
3696,1500,600,20,20,60,3696,3.83,1,1751.41,74675,17.89
3697,1500,600,20,21,60,3697,3.83,1,1751.41,74675,17.89
3698,1500,600,20,22,60,3698,3.83,1,1751.41,74675,17.89
3699,1500,600,20,23,60,3699,3.83,1,1751.41,74675,17.89
3700,1500,600,20,19,90,3700,3.83,1,877.65,82063.64,20.81
3701,1500,600,20,20,90,3701,3.83,1,877.65,82063.64,20.81
3702,1500,600,20,21,90,3702,3.83,1,877.65,82063.64,20.81
3703,1500,600,20,22,90,3703,3.83,1,877.65,82063.64,20.81
3704,1500,600,20,23,90,3704,3.83,1,877.65,82063.64,20.81
3735,2000,600,20,19,30,3735,3.82,1,2670.71,67034.95,13.02
3736,2000,600,20,20,30,3736,3.82,1,2670.71,67034.95,13.02
3737,2000,600,20,21,30,3737,3.82,1,2670.71,67034.95,13.02
3738,2000,600,20,22,30,3738,3.82,1,2670.71,67034.95,13.02
3739,2000,600,20,23,30,3739,3.82,1,2670.71,67034.95,13.02
3740,2000,600,20,19,60,3740,3.82,1,1748.8,75675,18.31
3741,2000,600,20,20,60,3741,3.82,1,1748.8,75675,18.31
3742,2000,600,20,21,60,3742,3.82,1,1748.8,75675,18.31
3743,2000,600,20,22,60,3743,3.82,1,1748.8,75675,18.31
3744,2000,600,20,23,60,3744,3.82,1,1748.8,75675,18.31
3745,2000,600,20,19,90,3745,3.82,1,871.5,83063.64,21.42
3746,2000,600,20,20,90,3746,3.82,1,871.5,83063.64,21.42
3747,2000,600,20,21,90,3747,3.82,1,871.5,83063.64,21.42
3748,2000,600,20,22,90,3748,3.82,1,871.5,83063.64,21.42
3749,2000,600,20,23,90,3749,3.82,1,871.5,83063.64,21.42
3780,500,600,21,19,30,3780,3.84,1,2660.87,65701.62,12.68
3781,500,600,21,20,30,3781,3.84,1,2660.87,65701.62,12.68
3782,500,600,21,21,30,3782,3.84,1,2660.87,65701.62,12.68
3783,500,600,21,22,30,3783,3.84,1,2660.87,65701.62,12.68
3784,500,600,21,23,30,3784,3.84,1,2660.87,65701.62,12.68
3785,500,600,21,19,60,3785,3.84,1,1746.81,74341.67,17.57
3786,500,600,21,20,60,3786,3.84,1,1746.81,74341.67,17.57
3787,500,600,21,21,60,3787,3.84,1,1746.81,74341.67,17.57
3788,500,600,21,22,60,3788,3.84,1,1746.81,74341.67,17.57
3789,500,600,21,23,60,3789,3.84,1,1746.81,74341.67,17.57
3790,500,600,21,19,90,3790,3.84,1,875.65,81730.31,20.36
3791,500,600,21,20,90,3791,3.84,1,875.65,81730.31,20.36
3792,500,600,21,21,90,3792,3.84,1,875.65,81730.31,20.36
3793,500,600,21,22,90,3793,3.84,1,875.65,81730.31,20.36
3794,500,600,21,23,90,3794,3.84,1,875.65,81730.31,20.36
3825,1000,600,21,19,30,3825,3.83,1,2671.17,66701.62,12.68
3826,1000,600,21,20,30,3826,3.83,1,2671.17,66701.62,12.68
3827,1000,600,21,21,30,3827,3.83,1,2671.17,66701.62,12.68
3828,1000,600,21,22,30,3828,3.83,1,2671.17,66701.62,12.68
3829,1000,600,21,23,30,3829,3.83,1,2671.17,66701.62,12.68
3830,1000,600,21,19,60,3830,3.83,1,1756.14,75341.67,17.61
3831,1000,600,21,20,60,3831,3.83,1,1756.14,75341.67,17.61
3832,1000,600,21,21,60,3832,3.83,1,1756.14,75341.67,17.61
3833,1000,600,21,22,60,3833,3.83,1,1756.14,75341.67,17.61
3834,1000,600,21,23,60,3834,3.83,1,1756.14,75341.67,17.61
3835,1000,600,21,19,90,3835,3.83,1,883.8,82730.31,20.46
3836,1000,600,21,20,90,3836,3.83,1,883.8,82730.31,20.46
3837,1000,600,21,21,90,3837,3.83,1,883.8,82730.31,20.46
3838,1000,600,21,22,90,3838,3.83,1,883.8,82730.31,20.46
3839,1000,600,21,23,90,3839,3.83,1,883.8,82730.31,20.46
3870,1500,600,21,19,30,3870,3.82,1,2672.75,67701.62,12.73
3871,1500,600,21,20,30,3871,3.82,1,2672.75,67701.62,12.73
3872,1500,600,21,21,30,3872,3.82,1,2672.75,67701.62,12.73
3873,1500,600,21,22,30,3873,3.82,1,2672.75,67701.62,12.73
3874,1500,600,21,23,30,3874,3.82,1,2672.75,67701.62,12.73
3875,1500,600,21,19,60,3875,3.82,1,1757.41,76341.67,17.67
3876,1500,600,21,20,60,3876,3.82,1,1757.41,76341.67,17.67
3877,1500,600,21,21,60,3877,3.82,1,1757.41,76341.67,17.67
3878,1500,600,21,22,60,3878,3.82,1,1757.41,76341.67,17.67
3879,1500,600,21,23,60,3879,3.82,1,1757.41,76341.67,17.67
3880,1500,600,21,19,90,3880,3.82,1,884.93,83730.31,20.52
3881,1500,600,21,20,90,3881,3.82,1,884.93,83730.31,20.52
3882,1500,600,21,21,90,3882,3.82,1,884.93,83730.31,20.52
3883,1500,600,21,22,90,3883,3.82,1,884.93,83730.31,20.52
3884,1500,600,21,23,90,3884,3.82,1,884.93,83730.31,20.52
3915,2000,600,21,19,30,3915,3.81,1,2675,68701.62,12.88
3916,2000,600,21,20,30,3916,3.81,1,2675,68701.62,12.88
3917,2000,600,21,21,30,3917,3.81,1,2675,68701.62,12.88
3918,2000,600,21,22,30,3918,3.81,1,2675,68701.62,12.88
3919,2000,600,21,23,30,3919,3.81,1,2675,68701.62,12.88
3920,2000,600,21,19,60,3920,3.81,1,1756.4,77341.67,17.99
3921,2000,600,21,20,60,3921,3.81,1,1756.4,77341.67,17.99
3922,2000,600,21,21,60,3922,3.81,1,1756.4,77341.67,17.99
3923,2000,600,21,22,60,3923,3.81,1,1756.4,77341.67,17.99
3924,2000,600,21,23,60,3924,3.81,1,1756.4,77341.67,17.99
3925,2000,600,21,19,90,3925,3.81,1,881.8,84730.31,20.95
3926,2000,600,21,20,90,3926,3.81,1,881.8,84730.31,20.95
3927,2000,600,21,21,90,3927,3.81,1,881.8,84730.31,20.95
3928,2000,600,21,22,90,3928,3.81,1,881.8,84730.31,20.95
3929,2000,600,21,23,90,3929,3.81,1,881.8,84730.31,20.95
3960,500,600,22,19,30,3960,3.85,1,2658.07,67368.28,12.63
3961,500,600,22,20,30,3961,3.85,1,2658.07,67368.28,12.63
3962,500,600,22,21,30,3962,3.85,1,2658.07,67368.28,12.63
3963,500,600,22,22,30,3963,3.85,1,2658.07,67368.28,12.63
3964,500,600,22,23,30,3964,3.85,1,2658.07,67368.28,12.63
3965,500,600,22,19,60,3965,3.85,1,1745.21,76008.34,17.46
3966,500,600,22,20,60,3966,3.85,1,1745.21,76008.34,17.46
3967,500,600,22,21,60,3967,3.85,1,1745.21,76008.34,17.46
3968,500,600,22,22,60,3968,3.85,1,1745.21,76008.34,17.46
3969,500,600,22,23,60,3969,3.85,1,1745.21,76008.34,17.46
3970,500,600,22,19,90,3970,3.85,1,872.83,83396.98,20.32
3971,500,600,22,20,90,3971,3.85,1,872.83,83396.98,20.32
3972,500,600,22,21,90,3972,3.85,1,872.83,83396.98,20.32
3973,500,600,22,22,90,3973,3.85,1,872.83,83396.98,20.32
3974,500,600,22,23,90,3974,3.85,1,872.83,83396.98,20.32
4005,1000,600,22,19,30,4005,3.84,1,2668.52,68368.28,12.56
4006,1000,600,22,20,30,4006,3.84,1,2668.52,68368.28,12.56
4007,1000,600,22,21,30,4007,3.84,1,2668.52,68368.28,12.56
4008,1000,600,22,22,30,4008,3.84,1,2668.52,68368.28,12.56
4009,1000,600,22,23,30,4009,3.84,1,2668.52,68368.28,12.56
4010,1000,600,22,19,60,4010,3.84,1,1755.44,77008.34,17.4
4011,1000,600,22,20,60,4011,3.84,1,1755.44,77008.34,17.4
4012,1000,600,22,21,60,4012,3.84,1,1755.44,77008.34,17.4
4013,1000,600,22,22,60,4013,3.84,1,1755.44,77008.34,17.4
4014,1000,600,22,23,60,4014,3.84,1,1755.44,77008.34,17.4
4015,1000,600,22,19,90,4015,3.84,1,883.42,84396.98,20.23
4016,1000,600,22,20,90,4016,3.84,1,883.42,84396.98,20.23
4017,1000,600,22,21,90,4017,3.84,1,883.42,84396.98,20.23
4018,1000,600,22,22,90,4018,3.84,1,883.42,84396.98,20.23
4019,1000,600,22,23,90,4019,3.84,1,883.42,84396.98,20.23
4050,1500,600,22,19,30,4050,3.83,1,2668.61,69368.28,12.58
4051,1500,600,22,20,30,4051,3.83,1,2668.61,69368.28,12.58
4052,1500,600,22,21,30,4052,3.83,1,2668.61,69368.28,12.58
4053,1500,600,22,22,30,4053,3.83,1,2668.61,69368.28,12.58
4054,1500,600,22,23,30,4054,3.83,1,2668.61,69368.28,12.58
4055,1500,600,22,19,60,4055,3.83,1,1755.14,78008.34,17.43
4056,1500,600,22,20,60,4056,3.83,1,1755.14,78008.34,17.43
4057,1500,600,22,21,60,4057,3.83,1,1755.14,78008.34,17.43
4058,1500,600,22,22,60,4058,3.83,1,1755.14,78008.34,17.43
4059,1500,600,22,23,60,4059,3.83,1,1755.14,78008.34,17.43
4060,1500,600,22,19,90,4060,3.83,1,882.4,85396.98,20.3
4061,1500,600,22,20,90,4061,3.83,1,882.4,85396.98,20.3
4062,1500,600,22,21,90,4062,3.83,1,882.4,85396.98,20.3
4063,1500,600,22,22,90,4063,3.83,1,882.4,85396.98,20.3
4064,1500,600,22,23,90,4064,3.83,1,882.4,85396.98,20.3
4095,2000,600,22,19,30,4095,3.82,1,2673.03,70368.28,12.67
4096,2000,600,22,20,30,4096,3.82,1,2673.03,70368.28,12.67
4097,2000,600,22,21,30,4097,3.82,1,2673.03,70368.28,12.67
4098,2000,600,22,22,30,4098,3.82,1,2673.03,70368.28,12.67
4099,2000,600,22,23,30,4099,3.82,1,2673.03,70368.28,12.67
4100,2000,600,22,19,60,4100,3.82,1,1755.52,79008.34,17.73
4101,2000,600,22,20,60,4101,3.82,1,1755.52,79008.34,17.73
4102,2000,600,22,21,60,4102,3.82,1,1755.52,79008.34,17.73
4103,2000,600,22,22,60,4103,3.82,1,1755.52,79008.34,17.73
4104,2000,600,22,23,60,4104,3.82,1,1755.52,79008.34,17.73
4105,2000,600,22,19,90,4105,3.82,1,878.74,86396.98,20.82
4106,2000,600,22,20,90,4106,3.82,1,878.74,86396.98,20.82
4107,2000,600,22,21,90,4107,3.82,1,878.74,86396.98,20.82
4108,2000,600,22,22,90,4108,3.82,1,878.74,86396.98,20.82
4109,2000,600,22,23,90,4109,3.82,1,878.74,86396.98,20.82
4140,500,600,23,19,30,4140,3.86,1,2654.28,69034.95,12.5
4141,500,600,23,20,30,4141,3.86,1,2654.28,69034.95,12.5
4142,500,600,23,21,30,4142,3.86,1,2654.28,69034.95,12.5
4143,500,600,23,22,30,4143,3.86,1,2654.28,69034.95,12.5
4144,500,600,23,23,30,4144,3.86,1,2654.28,69034.95,12.5
4145,500,600,23,19,60,4145,3.86,1,1743.92,77675,17.21
4146,500,600,23,20,60,4146,3.86,1,1743.92,77675,17.21
4147,500,600,23,21,60,4147,3.86,1,1743.92,77675,17.21
4148,500,600,23,22,60,4148,3.86,1,1743.92,77675,17.21
4149,500,600,23,23,60,4149,3.86,1,1743.92,77675,17.21
4150,500,600,23,19,90,4150,3.86,1,873.46,85063.64,19.97
4151,500,600,23,20,90,4151,3.86,1,873.46,85063.64,19.97
4152,500,600,23,21,90,4152,3.86,1,873.46,85063.64,19.97
4153,500,600,23,22,90,4153,3.86,1,873.46,85063.64,19.97
4154,500,600,23,23,90,4154,3.86,1,873.46,85063.64,19.97
4185,1000,600,23,19,30,4185,3.84,1,2666.06,70034.95,12.45
4186,1000,600,23,20,30,4186,3.84,1,2666.06,70034.95,12.45
4187,1000,600,23,21,30,4187,3.84,1,2666.06,70034.95,12.45
4188,1000,600,23,22,30,4188,3.84,1,2666.06,70034.95,12.45
4189,1000,600,23,23,30,4189,3.84,1,2666.06,70034.95,12.45
4190,1000,600,23,19,60,4190,3.84,1,1754.58,78675,17.2
4191,1000,600,23,20,60,4191,3.84,1,1754.58,78675,17.2
4192,1000,600,23,21,60,4192,3.84,1,1754.58,78675,17.2
4193,1000,600,23,22,60,4193,3.84,1,1754.58,78675,17.2
4194,1000,600,23,23,60,4194,3.84,1,1754.58,78675,17.2
4195,1000,600,23,19,90,4195,3.84,1,882.08,86063.64,20.07
4196,1000,600,23,20,90,4196,3.84,1,882.08,86063.64,20.07
4197,1000,600,23,21,90,4197,3.84,1,882.08,86063.64,20.07
4198,1000,600,23,22,90,4198,3.84,1,882.08,86063.64,20.07
4199,1000,600,23,23,90,4199,3.84,1,882.08,86063.64,20.07
4230,1500,600,23,19,30,4230,3.84,1,2665.94,71034.95,12.6
4231,1500,600,23,20,30,4231,3.84,1,2665.94,71034.95,12.6
4232,1500,600,23,21,30,4232,3.84,1,2665.94,71034.95,12.6
4233,1500,600,23,22,30,4233,3.84,1,2665.94,71034.95,12.6
4234,1500,600,23,23,30,4234,3.84,1,2665.94,71034.95,12.6
4235,1500,600,23,19,60,4235,3.84,1,1751.27,79675,17.52
4236,1500,600,23,20,60,4236,3.84,1,1751.27,79675,17.52
4237,1500,600,23,21,60,4237,3.84,1,1751.27,79675,17.52
4238,1500,600,23,22,60,4238,3.84,1,1751.27,79675,17.52
4239,1500,600,23,23,60,4239,3.84,1,1751.27,79675,17.52
4240,1500,600,23,19,90,4240,3.84,1,877.96,87063.64,20.42
4241,1500,600,23,20,90,4241,3.84,1,877.96,87063.64,20.42
4242,1500,600,23,21,90,4242,3.84,1,877.96,87063.64,20.42
4243,1500,600,23,22,90,4243,3.84,1,877.96,87063.64,20.42
4244,1500,600,23,23,90,4244,3.84,1,877.96,87063.64,20.42
4275,2000,600,23,19,30,4275,3.83,1,2668.09,72034.95,12.82
4276,2000,600,23,20,30,4276,3.83,1,2668.09,72034.95,12.82
4277,2000,600,23,21,30,4277,3.83,1,2668.09,72034.95,12.82
4278,2000,600,23,22,30,4278,3.83,1,2668.09,72034.95,12.82
4279,2000,600,23,23,30,4279,3.83,1,2668.09,72034.95,12.82
4280,2000,600,23,19,60,4280,3.83,1,1749.52,80675,17.94
4281,2000,600,23,20,60,4281,3.83,1,1749.52,80675,17.94
4282,2000,600,23,21,60,4282,3.83,1,1749.52,80675,17.94
4283,2000,600,23,22,60,4283,3.83,1,1749.52,80675,17.94
4284,2000,600,23,23,60,4284,3.83,1,1749.52,80675,17.94
4285,2000,600,23,19,90,4285,3.83,1,872.97,88063.64,21.01
4286,2000,600,23,20,90,4286,3.83,1,872.97,88063.64,21.01
4287,2000,600,23,21,90,4287,3.83,1,872.97,88063.64,21.01
4288,2000,600,23,22,90,4288,3.83,1,872.97,88063.64,21.01
4289,2000,600,23,23,90,4289,3.83,1,872.97,88063.64,21.01
4320,500,800,12,19,30,4320,3.15,0,3059.17,51101.62,15.04
4321,500,800,12,20,30,4321,3.15,0,3059.17,51101.62,15.04
4322,500,800,12,21,30,4322,3.15,0,3059.17,51101.62,15.04
4323,500,800,12,22,30,4323,3.15,0,3059.17,51101.62,15.04
4324,500,800,12,23,30,4324,3.15,0,3059.17,51101.62,15.04
4325,500,800,12,19,60,4325,3.15,0,2092.04,59741.67,21.92
4326,500,800,12,20,60,4326,3.15,0,2092.04,59741.67,21.92
4327,500,800,12,21,60,4327,3.15,0,2092.04,59741.67,21.92
4328,500,800,12,22,60,4328,3.15,0,2092.04,59741.67,21.92
4329,500,800,12,23,60,4329,3.15,0,2092.04,59741.67,21.92
4330,500,800,12,19,90,4330,3.15,0,1203.44,67130.31,25.23
4331,500,800,12,20,90,4331,3.15,0,1203.44,67130.31,25.23
4332,500,800,12,21,90,4332,3.15,0,1203.44,67130.31,25.23
4333,500,800,12,22,90,4333,3.15,0,1203.44,67130.31,25.23
4334,500,800,12,23,90,4334,3.15,0,1203.44,67130.31,25.23
4365,1000,800,12,19,30,4365,3.14,1,3067.35,52101.62,15.3
4366,1000,800,12,20,30,4366,3.14,1,3067.35,52101.62,15.3
4367,1000,800,12,21,30,4367,3.14,1,3067.35,52101.62,15.3
4368,1000,800,12,22,30,4368,3.14,1,3067.35,52101.62,15.3
4369,1000,800,12,23,30,4369,3.14,1,3067.35,52101.62,15.3
4370,1000,800,12,19,60,4370,3.14,1,2094.24,60741.67,22.44
4371,1000,800,12,20,60,4371,3.14,1,2094.24,60741.67,22.44
4372,1000,800,12,21,60,4372,3.14,1,2094.24,60741.67,22.44
4373,1000,800,12,22,60,4373,3.14,1,2094.24,60741.67,22.44
4374,1000,800,12,23,60,4374,3.14,1,2094.24,60741.67,22.44
4375,1000,800,12,19,90,4375,3.14,1,1203.76,68130.31,25.83
4376,1000,800,12,20,90,4376,3.14,1,1203.76,68130.31,25.83
4377,1000,800,12,21,90,4377,3.14,1,1203.76,68130.31,25.83
4378,1000,800,12,22,90,4378,3.14,1,1203.76,68130.31,25.83
4379,1000,800,12,23,90,4379,3.14,1,1203.76,68130.31,25.83
4410,1500,800,12,19,30,4410,3.15,1,3065.29,53101.62,15.72
4411,1500,800,12,20,30,4411,3.15,1,3065.29,53101.62,15.72
4412,1500,800,12,21,30,4412,3.15,1,3065.29,53101.62,15.72
4413,1500,800,12,22,30,4413,3.15,1,3065.29,53101.62,15.72
4414,1500,800,12,23,30,4414,3.15,1,3065.29,53101.62,15.72
4415,1500,800,12,19,60,4415,3.15,1,2088.13,61741.67,23.04
4416,1500,800,12,20,60,4416,3.15,1,2088.13,61741.67,23.04
4417,1500,800,12,21,60,4417,3.15,1,2088.13,61741.67,23.04
4418,1500,800,12,22,60,4418,3.15,1,2088.13,61741.67,23.04
4419,1500,800,12,23,60,4419,3.15,1,2088.13,61741.67,23.04
4420,1500,800,12,19,90,4420,3.15,1,1193.45,69130.31,26.62
4421,1500,800,12,20,90,4421,3.15,1,1193.45,69130.31,26.62
4422,1500,800,12,21,90,4422,3.15,1,1193.45,69130.31,26.62
